Date,Open,High,Low,Close,Adj Close,Volume
2025-07-01,206.6699981689453,210.19000244140625,206.13999938964844,207.82000732421875,207.18951416015625,78788900
2025-07-02,208.91000366210935,213.33999633789065,208.13999938964844,212.44000244140625,211.7954864501953,67941800
2025-07-03,212.1499938964844,214.6499938964844,211.80999755859375,213.5500030517578,212.90213012695312,34955800
2025-07-07,212.67999267578125,216.22999572753903,208.8000030517578,209.9499969482422,209.3130340576172,50229000
2025-07-08,210.1000061035156,211.42999267578125,208.4499969482422,210.0099945068359,209.3728485107422,42848900
2025-07-09,209.52999877929688,211.3300018310547,207.22000122070312,211.13999938964844,210.4994354248047,48749400
2025-07-10,210.5099945068359,213.47999572753903,210.02999877929688,212.41000366210935,211.7655792236328,44443600
2025-07-11,210.57000732421875,212.1300048828125,209.86000061035156,211.16000366210935,210.5193634033203,39765800
2025-07-14,209.92999267578125,210.91000366210935,207.5399932861328,208.6199951171875,207.9870758056641,38840100
2025-07-15,209.22000122070312,211.88999938964844,208.9199981689453,209.11000061035156,208.4755859375,42296300
2025-07-16,210.3000030517578,212.3999938964844,208.63999938964844,210.16000366210935,209.52239990234375,47490500
2025-07-17,210.57000732421875,211.8000030517578,209.58999633789065,210.02000427246097,209.38284301757812,48068100
2025-07-18,210.8699951171875,211.7899932861328,209.6999969482422,211.17999267578125,210.539306640625,48974600
2025-07-21,212.1000061035156,215.77999877929688,211.6300048828125,212.47999572753903,211.8353576660156,51377400
2025-07-22,213.13999938964844,214.9499969482422,212.22999572753903,214.3999938964844,213.74954223632812,46404100
2025-07-23,215.0,215.1499938964844,212.41000366210935,214.1499938964844,213.5002899169922,46989300
2025-07-24,213.8999938964844,215.69000244140625,213.52999877929688,213.7599945068359,213.11148071289065,46022600
2025-07-25,214.6999969482422,215.2400054931641,213.3999938964844,213.8800048828125,213.2311248779297,40268800
2025-07-28,214.02999877929688,214.8500061035156,213.05999755859375,214.0500030517578,213.40060424804688,37858000
2025-07-29,214.17999267578125,214.80999755859375,210.82000732421875,211.27000427246097,210.6290283203125,51411700
2025-07-30,211.8999938964844,212.38999938964844,207.72000122070312,209.0500030517578,208.415771484375,45512500
2025-07-31,208.4900054931641,209.83999633789065,207.16000366210935,207.57000732421875,206.9402618408203,80698400
2025-08-01,210.8699951171875,213.5800018310547,201.5,202.3800048828125,201.76600646972656,104434500
2025-08-04,204.5099945068359,207.8800048828125,201.67999267578125,203.3500061035156,202.7330780029297,75109300
2025-08-05,203.3999938964844,205.33999633789065,202.16000366210935,202.9199981689453,202.3043670654297,44155100
2025-08-06,205.6300048828125,215.3800048828125,205.58999633789065,213.25,212.60302734375,108483100
2025-08-07,218.8800048828125,220.8500061035156,216.5800018310547,220.02999877929688,219.36245727539065,90224800
2025-08-08,220.8300018310547,231.0,219.25,229.3500061035156,228.65419006347656,113854000
2025-08-11,227.9199981689453,229.55999755859375,224.7599945068359,227.17999267578125,226.7478179931641,61806100
2025-08-12,228.0099945068359,230.8000030517578,227.07000732421875,229.6499938964844,229.21310424804688,55626200
2025-08-13,231.07000732421875,235.0,230.42999267578125,233.3300018310547,232.88612365722656,69878500
2025-08-14,234.05999755859375,235.1199951171875,230.8500061035156,232.77999877929688,232.3371734619141,51916300
2025-08-15,234.0,234.27999877929688,229.33999633789065,231.58999633789065,231.1494140625,56038700
2025-08-18,231.6999969482422,233.1199951171875,230.11000061035156,230.88999938964844,230.45074462890625,37476200
2025-08-19,231.27999877929688,232.8699951171875,229.3500061035156,230.55999755859375,230.1213836669922,39402600
2025-08-20,229.97999572753903,230.47000122070312,225.77000427246097,226.0099945068359,225.5800323486328,42263900
2025-08-21,226.27000427246097,226.52000427246097,223.77999877929688,224.8999938964844,224.47213745117188,30621200
2025-08-22,226.1699981689453,229.08999633789065,225.41000366210935,227.7599945068359,227.3267059326172,42477800
2025-08-25,226.47999572753903,229.3000030517578,226.22999572753903,227.16000366210935,226.7278594970703,30983100
