Date,Open,High,Low,Close,Adj Close,Volume
2025-07-01,364.3399963378906,379.69000244140625,362.9500122070313,373.1600036621094,366.2219848632813,5152600
2025-07-02,373.6499938964844,373.9700012207031,369.3699951171875,371.8500061035156,364.9363708496094,3011400
2025-07-03,371.80999755859375,373.1799926757813,368.3299865722656,371.6799926757813,364.76953125,2573600
2025-07-07,371.0,372.7900085449219,364.7300109863281,367.6400146484375,360.80462646484375,3433100
2025-07-08,366.0199890136719,370.3999938964844,365.1099853515625,367.5,360.667236328125,2531700
2025-07-09,367.510009765625,371.0700073242187,364.7900085449219,371.0400085449219,364.1414184570313,3384200
2025-07-10,369.0,377.94000244140625,368.510009765625,373.2999877929687,366.359375,3701700
2025-07-11,370.3599853515625,371.7999877929687,367.1099853515625,370.0700073242187,363.189453125,3068900
2025-07-14,370.4800109863281,371.2900085449219,366.4500122070313,370.1099853515625,363.2286987304687,2481100
2025-07-15,369.9800109863281,370.75,358.5199890136719,358.6400146484375,351.9719543457031,3868700
2025-07-16,359.8599853515625,360.9500122070313,352.4599914550781,357.3999938964844,350.7550048828125,4259800
2025-07-17,356.5400085449219,360.3200073242187,354.6600036621094,359.0400085449219,352.3645324707031,3128900
2025-07-18,359.9800109863281,360.6000061035156,356.9700012207031,359.3999938964844,352.71783447265625,3361600
2025-07-21,360.7200012207031,365.7799987792969,359.8399963378906,364.0400085449219,357.2715759277344,3503900
2025-07-22,364.4800109863281,372.2000122070313,363.7200012207031,371.010009765625,364.1119995117187,3095400
2025-07-23,371.7000122070313,377.8800048828125,371.5499877929687,376.3500061035156,369.3526916503906,3238000
2025-07-24,375.4800109863281,377.8800048828125,372.260009765625,373.0899963378906,366.1532897949219,3088000
2025-07-25,374.6600036621094,375.989990234375,373.0499877929687,375.3399963378906,368.3614807128906,2221000
2025-07-28,373.739990234375,381.0799865722656,372.9800109863281,377.2300109863281,370.21636962890625,4062800
2025-07-29,377.0,379.7300109863281,374.7699890136719,377.3399963378906,370.32427978515625,2931600
2025-07-30,377.6799926757813,378.5299987792969,369.6300048828125,372.0799865722656,365.1620788574219,3110700
2025-07-31,369.1700134277344,372.80999755859375,366.8399963378906,367.510009765625,360.6770324707031,3091600
2025-08-01,367.8200073242187,374.7999877929687,365.75,373.6600036621094,366.7127075195313,3008200
2025-08-04,374.8399963378906,381.8999938964844,373.69000244140625,380.8200073242187,373.7395935058594,2844300
2025-08-05,381.8599853515625,386.94000244140625,380.9599914550781,385.4100036621094,378.2442626953125,2931400
2025-08-06,386.0799865722656,388.9299926757813,384.5199890136719,386.7999877929687,379.6083984375,2812800
2025-08-07,388.6199951171875,391.4500122070313,383.3599853515625,386.1700134277344,378.9901123046875,2433000
2025-08-08,387.0799865722656,389.2900085449219,386.2000122070313,387.8500061035156,380.638916015625,2326700
2025-08-11,389.9800109863281,391.5199890136719,383.2999877929687,387.5299987792969,380.3248291015625,2605800
2025-08-12,391.4200134277344,396.3800048828125,389.0,396.0,388.6373596191406,2911300
2025-08-13,399.489990234375,407.8200073242187,398.75,407.1799926757813,399.6094665527344,5187500
2025-08-14,401.2000122070313,403.6099853515625,399.3599853515625,400.3200073242187,392.87701416015625,3600200
2025-08-15,402.2099914550781,402.7900085449219,395.4299926757813,399.3800048828125,391.95452880859375,3841400
2025-08-18,396.5700073242187,398.1400146484375,392.510009765625,394.7000122070313,387.3615112304687,4407100
2025-08-19,401.0199890136719,414.3599853515625,401.0199890136719,407.2000122070313,399.6291198730469,7629300
2025-08-20,409.6799926757813,411.1700134277344,401.6700134277344,401.739990234375,394.2706298828125,4195300
2025-08-21,399.9100036621094,404.4299926757813,396.1700134277344,397.7000122070313,390.3057556152344,2942600
2025-08-22,400.8699951171875,414.5,398.30999755859375,412.7900085449219,405.11517333984375,5284700
2025-08-25,410.3599853515625,411.0700073242187,407.5499877929687,408.8999938964844,401.2975158691406,3579500
2025-08-26,408.0,409.0400085449219,404.7099914550781,407.5400085449219,399.9627990722656,3180900
2025-08-27,408.7900085449219,411.69000244140625,407.2000122070313,408.239990234375,400.6497497558594,2487800
2025-08-28,407.0,408.9500122070313,404.80999755859375,407.4500122070313,399.87445068359375,4051600
2025-08-29,407.7300109863281,408.8999938964844,405.3999938964844,406.7699890136719,399.20709228515625,2210300
2025-09-02,403.6799926757813,408.5899963378906,402.75,406.30999755859375,398.7556457519531,3328600
2025-09-03,404.94000244140625,409.0199890136719,403.5700073242187,407.7099914550781,400.1296081542969,3025100
2025-09-04,408.510009765625,413.2200012207031,407.2000122070313,411.69000244140625,406.3278198242187,3873100
2025-09-05,416.5899963378906,420.3999938964844,414.0199890136719,418.9500122070313,413.4932861328125,5855600
2025-09-08,418.5,420.5799865722656,415.75,419.94000244140625,414.4703979492187,3742600
2025-09-09,418.1199951171875,418.7200012207031,412.75,415.3399963378906,409.9302978515625,3516000
2025-09-10,415.5199890136719,417.4299926757813,411.739990234375,413.2300109863281,407.8477783203125,2897800
2025-09-11,415.7000122070313,425.2200012207031,414.25,423.4200134277344,417.9050903320313,5316400
2025-09-12,420.2699890136719,423.510009765625,418.8800048828125,422.69000244140625,417.1845703125,5004200
2025-09-15,422.4700012207031,423.2999877929687,417.75,422.7099914550781,417.2042846679687,4884700
2025-09-16,423.75,424.5299987792969,420.0899963378906,421.4500122070313,415.9607238769531,3726700
2025-09-17,424.44000244140625,426.75,415.80999755859375,417.0,411.5686950683594,4771700
2025-09-18,417.5499877929687,421.3900146484375,415.8599853515625,417.4800109863281,412.04241943359375,3677200
2025-09-19,417.3699951171875,418.5799865722656,415.1000061035156,415.69000244140625,410.2757568359375,6718400
2025-09-22,414.1099853515625,414.8800048828125,411.1300048828125,412.0,406.6338195800781,2656300
2025-09-23,412.0,413.7300109863281,407.4599914550781,410.9100036621094,405.5580139160156,2597000
2025-09-24,406.7900085449219,410.6499938964844,405.010009765625,409.7699890136719,404.4328308105469,3220700
2025-09-25,406.6499938964844,410.8599853515625,405.6099853515625,407.4500122070313,402.14306640625,2554300
