Date,Open,High,Low,Close,Adj Close,Volume
2025-07-01,266.2799987792969,269.1199951171875,264.5,267.0,263.91748046875,1128600
2025-07-02,265.92999267578125,266.9200134277344,256.0,257.3399963378906,254.36898803710935,1375400
2025-07-03,259.8299865722656,264.1300048828125,258.1000061035156,264.1300048828125,261.0805969238281,859500
2025-07-07,263.44000244140625,264.0400085449219,257.8999938964844,258.989990234375,255.9999542236328,1112000
2025-07-08,257.3599853515625,259.94000244140625,255.8699951171875,256.3900146484375,253.4299774169922,1522400
2025-07-09,258.07000732421875,258.07000732421875,253.6000061035156,255.32000732421875,252.3723297119141,1356900
2025-07-10,253.6000061035156,256.3299865722656,252.66000366210935,255.9900054931641,253.0345764160156,1242600
2025-07-11,254.19000244140625,255.77000427246097,252.92999267578125,254.47999572753903,251.54200744628903,783400
2025-07-14,254.0500030517578,256.25,253.27999877929688,255.47000122070312,252.5205841064453,1120200
2025-07-15,253.5,254.16000366210935,249.19000244140625,250.6199951171875,247.72657775878903,1424800
2025-07-16,251.92999267578125,254.3500061035156,250.2100067138672,252.19000244140625,249.27845764160156,1429100
2025-07-17,251.72000122070312,262.4800109863281,251.3000030517578,261.80999755859375,258.78741455078125,2576700
2025-07-18,263.7300109863281,268.2300109863281,262.6199951171875,265.9700012207031,262.8993835449219,1687800
2025-07-21,265.04998779296875,267.6000061035156,263.0,263.239990234375,260.2008972167969,1174900
2025-07-22,264.67999267578125,267.7799987792969,264.6099853515625,266.7799987792969,263.7000427246094,1412700
2025-07-23,267.3399963378906,268.0,261.3399963378906,264.739990234375,261.68353271484375,1462200
2025-07-24,263.739990234375,265.04998779296875,260.8299865722656,261.989990234375,258.9653015136719,1545700
2025-07-25,261.510009765625,264.0799865722656,260.6099853515625,261.04998779296875,258.0361633300781,1194200
2025-07-28,260.0,260.239990234375,254.25,254.91000366210935,251.9670562744141,1271500
2025-07-29,257.19000244140625,260.010009765625,255.6300048828125,259.82000732421875,256.82037353515625,1415500
2025-07-30,260.6400146484375,261.6000061035156,257.6000061035156,258.9200134277344,255.93077087402344,867900
2025-07-31,257.92999267578125,263.3900146484375,257.92999267578125,260.239990234375,257.2355041503906,1744800
2025-08-01,260.1600036621094,260.8399963378906,256.05999755859375,258.32000732421875,255.33770751953125,1076900
2025-08-04,260.3500061035156,263.04998779296875,258.7099914550781,263.0,259.9636535644531,946000
2025-08-05,263.8500061035156,266.5899963378906,263.5,265.1700134277344,262.1086120605469,1198300
2025-08-06,266.7200012207031,268.2099914550781,265.1700134277344,267.5799865722656,264.49078369140625,1112700
2025-08-07,267.6499938964844,268.57000732421875,262.8299865722656,265.3599853515625,262.29638671875,977300
2025-08-08,266.6099853515625,267.5899963378906,263.0299987792969,264.8699951171875,261.8120422363281,920500
2025-08-11,265.17999267578125,267.54998779296875,263.2799987792969,264.260009765625,261.2091369628906,938100
2025-08-12,264.260009765625,265.7900085449219,262.9599914550781,263.92999267578125,260.8829040527344,1198000
2025-08-13,265.92999267578125,270.2799987792969,265.4200134277344,269.29998779296875,266.1908874511719,1409200
2025-08-14,269.4800109863281,269.9100036621094,266.3800048828125,268.5899963378906,265.4891357421875,1506200
2025-08-15,270.79998779296875,270.79998779296875,265.29998779296875,265.5899963378906,262.52374267578125,1295700
2025-08-18,264.5199890136719,265.7799987792969,263.3699951171875,264.9200134277344,261.86151123046875,968400
2025-08-19,265.2300109863281,268.8900146484375,265.1499938964844,268.8699951171875,265.765869140625,1364200
2025-08-20,270.0400085449219,275.3399963378906,268.94000244140625,274.3900146484375,271.22216796875,1368100
2025-08-21,272.5299987792969,276.4200134277344,272.4599914550781,274.9200134277344,271.74603271484375,1217200
2025-08-22,277.0,279.0400085449219,275.760009765625,276.2900085449219,273.1002197265625,1457600
2025-08-25,275.29998779296875,276.1099853515625,272.1499938964844,272.3399963378906,269.1958312988281,1068700
2025-08-26,271.3800048828125,272.3299865722656,270.44000244140625,270.8900146484375,267.7625732421875,2039600
2025-08-27,270.57000732421875,274.0400085449219,270.239990234375,272.2099914550781,269.06732177734375,808000
2025-08-28,271.8299865722656,272.4200134277344,269.1400146484375,270.2799987792969,267.15960693359375,827900
2025-08-29,270.3999938964844,272.4100036621094,269.9100036621094,271.510009765625,268.37542724609375,681000
2025-09-02,271.260009765625,273.6099853515625,268.8500061035156,273.3500061035156,270.19415283203125,1408900
2025-09-03,272.1099853515625,276.6300048828125,270.6400146484375,276.54998779296875,273.3572082519531,1615600
2025-09-04,278.55999755859375,280.70001220703125,276.6600036621094,279.42999267578125,276.2039489746094,1239800
2025-09-05,279.0400085449219,280.3699951171875,273.9599914550781,275.2200012207031,272.0426025390625,970700
2025-09-08,275.4599914550781,275.4599914550781,271.3399963378906,274.4800109863281,271.3111572265625,843700
2025-09-09,273.8599853515625,275.54998779296875,272.2699890136719,273.54998779296875,270.391845703125,1046600
2025-09-10,270.3900146484375,272.4200134277344,269.20001220703125,272.3299865722656,270.27276611328125,844400
2025-09-11,272.5400085449219,279.75,272.05999755859375,279.42999267578125,277.3191223144531,1089100
2025-09-12,278.6300048828125,280.0,277.8900146484375,278.92999267578125,276.8228759765625,852100
2025-09-15,278.19000244140625,279.70001220703125,276.1000061035156,276.29998779296875,274.2127685546875,805400
2025-09-16,274.8800048828125,274.8800048828125,270.67999267578125,271.95001220703125,269.8956298828125,2475000
2025-09-17,272.5299987792969,276.79998779296875,272.1300048828125,275.0299987792969,272.9523620605469,982300
2025-09-18,273.2900085449219,278.8699951171875,272.5,277.8999938964844,275.8006896972656,965900
2025-09-19,278.7900085449219,278.7900085449219,275.32000732421875,277.0,274.9075012207031,2499800
2025-09-22,276.0299987792969,277.0,274.2699890136719,276.1099853515625,274.0242004394531,693400
2025-09-23,275.55999755859375,279.0799865722656,274.239990234375,276.260009765625,274.173095703125,854800
2025-09-24,275.79998779296875,277.260009765625,274.8399963378906,276.6600036621094,274.570068359375,734400
2025-09-25,278.69000244140625,278.760009765625,274.0299987792969,274.2200012207031,272.1484680175781,876800
2025-09-26,276.3299865722656,278.3399963378906,274.6000061035156,277.760009765625,275.6617736816406,756200
2025-09-29,277.7900085449219,277.7900085449219,274.8399963378906,276.5,274.4112548828125,951200
2025-09-30,276.5199890136719,280.05999755859375,276.5199890136719,279.2200012207031,277.1107177734375,789000
2025-10-01,277.6400146484375,279.6199951171875,276.760009765625,277.239990234375,275.1456604003906,764400
2025-10-02,276.2099914550781,280.2699890136719,275.5199890136719,280.0400085449219,277.924560546875,839400
2025-10-03,279.8800048828125,286.1700134277344,279.5,284.55999755859375,282.4103698730469,992700
2025-10-06,285.010009765625,285.69000244140625,281.8299865722656,282.7300109863281,280.59423828125,1103900
2025-10-07,282.7900085449219,286.8900146484375,282.7900085449219,284.9700012207031,282.8172607421875,770100
2025-10-08,287.95001220703125,287.95001220703125,281.8599853515625,282.760009765625,280.6239929199219,905000
2025-10-09,283.05999755859375,284.82000732421875,273.8800048828125,274.4100036621094,272.3370666503906,1402900
2025-10-10,275.8599853515625,276.1600036621094,269.3299865722656,270.1199951171875,268.0794677734375,1199400
2025-10-13,268.5299987792969,272.3500061035156,266.4700012207031,270.3800048828125,268.3374938964844,854300
2025-10-14,270.32000732421875,275.8599853515625,270.32000732421875,275.6400146484375,273.55780029296875,909200
2025-10-15,271.82000732421875,274.1099853515625,266.7799987792969,269.45001220703125,267.4145202636719,2058500
2025-10-16,252.6000061035156,265.5899963378906,252.2599945068359,261.57000732421875,259.59405517578125,2404900
2025-10-17,262.6700134277344,266.7900085449219,261.8699951171875,262.010009765625,260.0307312011719,2276000
2025-10-20,264.3999938964844,265.7699890136719,262.8999938964844,265.25,263.2462463378906,1054600
